id,crop_id,plate_id,spacing_id,population_id,speed_value,result
AAB1344,9b9962df,35ae0e2e,cae45e76,AB044,"12,5 km/h",No (Baje la velocidad)
AAB1345,9b9962df,35ae0e2e,cae45e76,AB044,13 km/h,No (Baje la velocidad)
AAB1346,9b9962df,35ae0e2e,cae45e76,AB044,"13,5 km/h",No (Baje la velocidad)
AAB1347,9b9962df,35ae0e2e,cae45e76,AB044,14 km/h,No (Baje la velocidad)
AAB1348,9b9962df,35ae0e2e,cae45e76,AB044,"14,5 km/h",No (Baje la velocidad)
AAB1349,9b9962df,35ae0e2e,cae45e76,AB044,15 km/h,No (Baje la velocidad)
AAB1350,9b9962df,35ae0e2e,cae45e76,AB045,"0,5  km/h",No (Suba la velocidad)
AAB1351,9b9962df,35ae0e2e,cae45e76,AB045,1 km/h,No (Suba la velocidad)
AAB1352,9b9962df,35ae0e2e,cae45e76,AB045,"1,2 km/h",Si (Minima Velocidad)
AAB1353P,9b9962df,35ae0e2e,cae45e76,AB045,"1,5 km/h",Si
AAB1353,9b9962df,35ae0e2e,cae45e76,AB045,2 km/h,Si
AAB1354,9b9962df,35ae0e2e,cae45e76,AB045,"2,5 km/h",Si
AAB1355,9b9962df,35ae0e2e,cae45e76,AB045,3 km/h,Si
AAB1356,9b9962df,35ae0e2e,cae45e76,AB045,"3,5 km/h",Si
AAB1357,9b9962df,35ae0e2e,cae45e76,AB045,4 km/h,Si
AAB1358,9b9962df,35ae0e2e,cae45e76,AB045,"4,5 km/h",Si
AAB1359,9b9962df,35ae0e2e,cae45e76,AB045,5 km/h,Si
AAB1360,9b9962df,35ae0e2e,cae45e76,AB045,"5,5 km/h",Si
AAB1361,9b9962df,35ae0e2e,cae45e76,AB045,6 km/h,Si
AAB1362,9b9962df,35ae0e2e,cae45e76,AB045,"6,5 km/h",Si
AAB1363,9b9962df,35ae0e2e,cae45e76,AB045,7 km/h,Si
AAB1364,9b9962df,35ae0e2e,cae45e76,AB045,"7,5 km/h",Si
AAB136500,9b9962df,35ae0e2e,cae45e76,AB045,"7,7 km/h",Si (Velocidad Maxima)
AAB1365,9b9962df,35ae0e2e,cae45e76,AB045,8 km/h,No (Baje la velocidad)
AAB1366,9b9962df,35ae0e2e,cae45e76,AB045,"8,5 km/h",No (Baje la velocidad)
AAB1367,9b9962df,35ae0e2e,cae45e76,AB045,9 km/h,No (Baje la velocidad)
AAB1368,9b9962df,35ae0e2e,cae45e76,AB045,"9,5 km/h",No (Baje la velocidad)
AAB1369,9b9962df,35ae0e2e,cae45e76,AB045,10 km/h,No (Baje la velocidad)
AAB1370,9b9962df,35ae0e2e,cae45e76,AB045,"10,5 km/h",No (Baje la velocidad)
AAB1371,9b9962df,35ae0e2e,cae45e76,AB045,11 km/h,No (Baje la velocidad)
AAB1372,9b9962df,35ae0e2e,cae45e76,AB045,"11,5 km/h",No (Baje la velocidad)
AAB1373,9b9962df,35ae0e2e,cae45e76,AB045,12 km/h,No (Baje la velocidad)
AAB1374,9b9962df,35ae0e2e,cae45e76,AB045,"12,5 km/h",No (Baje la velocidad)
AAB1375,9b9962df,35ae0e2e,cae45e76,AB045,13 km/h,No (Baje la velocidad)
AAB1376,9b9962df,35ae0e2e,cae45e76,AB045,"13,5 km/h",No (Baje la velocidad)
AAB1377,9b9962df,35ae0e2e,cae45e76,AB045,14 km/h,No (Baje la velocidad)
AAB1378,9b9962df,35ae0e2e,cae45e76,AB045,"14,5 km/h",No (Baje la velocidad)
AAB1379,9b9962df,35ae0e2e,cae45e76,AB045,15 km/h,No (Baje la velocidad)
AAB1380,9b9962df,35ae0e2e,cae45e76,AB046,"0,5  km/h",No (Suba la velocidad)
AAB1381,9b9962df,35ae0e2e,cae45e76,AB046,1 km/h,No (Suba la velocidad)
AAB1382X,9b9962df,35ae0e2e,cae45e76,AB046,"1,2 km/h",Si (Velocidad Minima)
AAB1382,9b9962df,35ae0e2e,cae45e76,AB046,"1,5 km/h",Si
AAB1383,9b9962df,35ae0e2e,cae45e76,AB046,2 km/h,Si
AAB1384,9b9962df,35ae0e2e,cae45e76,AB046,"2,5 km/h",Si
AAB1385,9b9962df,35ae0e2e,cae45e76,AB046,3 km/h,Si
AAB1386,9b9962df,35ae0e2e,cae45e76,AB046,"3,5 km/h",Si
AAB1387,9b9962df,35ae0e2e,cae45e76,AB046,4 km/h,Si
AAB1388,9b9962df,35ae0e2e,cae45e76,AB046,"4,5 km/h",Si
AAB1389,9b9962df,35ae0e2e,cae45e76,AB046,5 km/h,Si
AAB1390,9b9962df,35ae0e2e,cae45e76,AB046,"5,5 km/h",Si
AAB1391,9b9962df,35ae0e2e,cae45e76,AB046,6 km/h,Si
AAB1392,9b9962df,35ae0e2e,cae45e76,AB046,"6,5 km/h",Si
AAB1393,9b9962df,35ae0e2e,cae45e76,AB046,7 km/h,Si
AAB1394CC,9b9962df,35ae0e2e,cae45e76,AB046,"7,3 km/h",Si (Velocidad Maxima)
AAB1394,9b9962df,35ae0e2e,cae45e76,AB046,"7,5 km/h",No (Baje la velocidad)
AAB1395,9b9962df,35ae0e2e,cae45e76,AB046,8 km/h,No (Baje la velocidad)
AAB1396,9b9962df,35ae0e2e,cae45e76,AB046,"8,5 km/h",No (Baje la velocidad)
AAB1397,9b9962df,35ae0e2e,cae45e76,AB046,9 km/h,No (Baje la velocidad)
AAB1398,9b9962df,35ae0e2e,cae45e76,AB046,"9,5 km/h",No (Baje la velocidad)
AAB1399,9b9962df,35ae0e2e,cae45e76,AB046,10 km/h,No (Baje la velocidad)
AAB1400,9b9962df,35ae0e2e,cae45e76,AB046,"10,5 km/h",No (Baje la velocidad)
AAB1401,9b9962df,35ae0e2e,cae45e76,AB046,11 km/h,No (Baje la velocidad)
AAB1402,9b9962df,35ae0e2e,cae45e76,AB046,"11,5 km/h",No (Baje la velocidad)
AAB1403,9b9962df,35ae0e2e,cae45e76,AB046,12 km/h,No (Baje la velocidad)
AAB1404,9b9962df,35ae0e2e,cae45e76,AB046,"12,5 km/h",No (Baje la velocidad)
AAB1405,9b9962df,35ae0e2e,cae45e76,AB046,13 km/h,No (Baje la velocidad)
AAB1406,9b9962df,35ae0e2e,cae45e76,AB046,"13,5 km/h",No (Baje la velocidad)
AAB1407,9b9962df,35ae0e2e,cae45e76,AB046,14 km/h,No (Baje la velocidad)
AAB1408,9b9962df,35ae0e2e,cae45e76,AB046,"14,5 km/h",No (Baje la velocidad)
AAB1409,9b9962df,35ae0e2e,cae45e76,AB046,15 km/h,No (Baje la velocidad)
AAB1410,9b9962df,35ae0e2e,cae45e76,AB047,"0,5  km/h",No (Suba la velocidad)
AAB1411,9b9962df,35ae0e2e,cae45e76,AB047,1 km/h,Si (Velocidad Minima)
AAB1412,9b9962df,35ae0e2e,cae45e76,AB047,"1,5 km/h",Si
AAB1413,9b9962df,35ae0e2e,cae45e76,AB047,2 km/h,Si
AAB1414,9b9962df,35ae0e2e,cae45e76,AB047,"2,5 km/h",Si
AAB1415,9b9962df,35ae0e2e,cae45e76,AB047,3 km/h,Si
AAB1416,9b9962df,35ae0e2e,cae45e76,AB047,"3,5 km/h",Si
AAB1417,9b9962df,35ae0e2e,cae45e76,AB047,4 km/h,Si
AAB1418,9b9962df,35ae0e2e,cae45e76,AB047,"4,5 km/h",Si
AAB1419,9b9962df,35ae0e2e,cae45e76,AB047,5 km/h,Si
AAB1420,9b9962df,35ae0e2e,cae45e76,AB047,"5,5 km/h",Si
AAB1421,9b9962df,35ae0e2e,cae45e76,AB047,6 km/h,Si
AAB14229,9b9962df,35ae0e2e,cae45e76,AB047,"6,5 km/h",Si
AAB1422,9b9962df,35ae0e2e,cae45e76,AB047,"6,8 km/h",Si (Velocidad Maxima)
AAB1423,9b9962df,35ae0e2e,cae45e76,AB047,7 km/h,No (Baje la velocidad)
AAB1424,9b9962df,35ae0e2e,cae45e76,AB047,"7,5 km/h",No (Baje la velocidad)
AAB1425,9b9962df,35ae0e2e,cae45e76,AB047,8 km/h,No (Baje la velocidad)
AAB1426,9b9962df,35ae0e2e,cae45e76,AB047,"8,5 km/h",No (Baje la velocidad)
AAB1427,9b9962df,35ae0e2e,cae45e76,AB047,9 km/h,No (Baje la velocidad)
AAB1428,9b9962df,35ae0e2e,cae45e76,AB047,"9,5 km/h",No (Baje la velocidad)
AAB1429,9b9962df,35ae0e2e,cae45e76,AB047,10 km/h,No (Baje la velocidad)
AAB1430,9b9962df,35ae0e2e,cae45e76,AB047,"10,5 km/h",No (Baje la velocidad)
AAB1431,9b9962df,35ae0e2e,cae45e76,AB047,11 km/h,No (Baje la velocidad)
AAB1432,9b9962df,35ae0e2e,cae45e76,AB047,"11,5 km/h",No (Baje la velocidad)
AAB1433,9b9962df,35ae0e2e,cae45e76,AB047,12 km/h,No (Baje la velocidad)
AAB1434,9b9962df,35ae0e2e,cae45e76,AB047,"12,5 km/h",No (Baje la velocidad)
AAB1435,9b9962df,35ae0e2e,cae45e76,AB047,13 km/h,No (Baje la velocidad)
AAB1436,9b9962df,35ae0e2e,cae45e76,AB047,"13,5 km/h",No (Baje la velocidad)
AAB1437,9b9962df,35ae0e2e,cae45e76,AB047,14 km/h,No (Baje la velocidad)
AAB1438,9b9962df,35ae0e2e,cae45e76,AB047,"14,5 km/h",No (Baje la velocidad)
AAB1439,9b9962df,35ae0e2e,cae45e76,AB047,15 km/h,No (Baje la velocidad)
AAB1440,9b9962df,8ef3ff0a,83c4fc28,AB048,"0,5  km/h",No (Suba la velocidad)
AAB1441,9b9962df,8ef3ff0a,83c4fc28,AB048,1 km/h,No (Suba la velocidad)
AAB1442,9b9962df,8ef3ff0a,83c4fc28,AB048,"1,5 km/h",No (Suba la velocidad)
AAB1443,9b9962df,8ef3ff0a,83c4fc28,AB048,2 km/h,No (Suba la velocidad)
AAB1444,9b9962df,8ef3ff0a,83c4fc28,AB048,"2,5 km/h",No (Suba la velocidad)
AAB1445,9b9962df,8ef3ff0a,83c4fc28,AB048,3 km/h,No (Suba la velocidad)
AAB1446,9b9962df,8ef3ff0a,83c4fc28,AB048,"3,5 km/h",No (Suba la velocidad)
AAB1447,9b9962df,8ef3ff0a,83c4fc28,AB048,4 km/h,No (Suba la velocidad)
AAB1448,9b9962df,8ef3ff0a,83c4fc28,AB048,"4,5 km/h",No (Suba la velocidad)
AAB1449,9b9962df,8ef3ff0a,83c4fc28,AB048,5 km/h,No (Suba la velocidad)
AAB1450,9b9962df,8ef3ff0a,83c4fc28,AB048,"5,5 km/h",No (Suba la velocidad)
AAB1451,9b9962df,8ef3ff0a,83c4fc28,AB048,6 km/h,No (Suba la velocidad)
AAB1452,9b9962df,8ef3ff0a,83c4fc28,AB048,"6,5 km/h",No (Suba la velocidad)
AAB1453,9b9962df,8ef3ff0a,83c4fc28,AB048,7 km/h,No (Suba la velocidad)
AAB1454,9b9962df,8ef3ff0a,83c4fc28,AB048,"7,5 km/h",No (Suba la velocidad)
AAB1455,9b9962df,8ef3ff0a,83c4fc28,AB048,8 km/h,No (Suba la velocidad)
AAB1456,9b9962df,8ef3ff0a,83c4fc28,AB048,"8,5 km/h",No (Suba la velocidad)
AAB1457,9b9962df,8ef3ff0a,83c4fc28,AB048,9 km/h,No (Suba la velocidad)
AAB1458,9b9962df,8ef3ff0a,83c4fc28,AB048,"9,5 km/h",No (Suba la velocidad)
AAB1459,9b9962df,8ef3ff0a,83c4fc28,AB048,10 km/h,No (Suba la velocidad)
AAB1460,9b9962df,8ef3ff0a,83c4fc28,AB048,"10,5 km/h",No (Suba la velocidad)
AAB1461,9b9962df,8ef3ff0a,83c4fc28,AB048,11 km/h,No (Suba la velocidad)
AAB1462,9b9962df,8ef3ff0a,83c4fc28,AB048,"11,5 km/h",No (Suba la velocidad)
AAB1463,9b9962df,8ef3ff0a,83c4fc28,AB048,12 km/h,No (Suba la velocidad)
AAB1464,9b9962df,8ef3ff0a,83c4fc28,AB048,"12,5 km/h",No (Suba la velocidad)
AAB1465,9b9962df,8ef3ff0a,83c4fc28,AB048,13 km/h,No (Suba la velocidad)
AAB1466,9b9962df,8ef3ff0a,83c4fc28,AB048,"13,5 km/h",No (Suba la velocidad)
AAB1467,9b9962df,8ef3ff0a,83c4fc28,AB048,14 km/h,No (Suba la velocidad)
AAB1468,9b9962df,8ef3ff0a,83c4fc28,AB048,"14,5 km/h",No (Suba la velocidad)
AAB1469,9b9962df,8ef3ff0a,83c4fc28,AB048,15 km/h,No (Suba la velocidad)
AAB1470,9b9962df,8ef3ff0a,83c4fc28,AB049,"0,5  km/h",No (Suba la velocidad)
AAB1471,9b9962df,8ef3ff0a,83c4fc28,AB049,1 km/h,No (Suba la velocidad)
AAB1472,9b9962df,8ef3ff0a,83c4fc28,AB049,"1,5 km/h",No (Suba la velocidad)
AAB1473,9b9962df,8ef3ff0a,83c4fc28,AB049,2 km/h,No (Suba la velocidad)
AAB1474,9b9962df,8ef3ff0a,83c4fc28,AB049,"2,5 km/h",No (Suba la velocidad)
AAB1475,9b9962df,8ef3ff0a,83c4fc28,AB049,3 km/h,No (Suba la velocidad)
AAB1476,9b9962df,8ef3ff0a,83c4fc28,AB049,"3,5 km/h",No (Suba la velocidad)
AAB1477,9b9962df,8ef3ff0a,83c4fc28,AB049,4 km/h,No (Suba la velocidad)
AAB1478,9b9962df,8ef3ff0a,83c4fc28,AB049,"4,5 km/h",No (Suba la velocidad)
AAB1479,9b9962df,8ef3ff0a,83c4fc28,AB049,5 km/h,No (Suba la velocidad)
AAB1480,9b9962df,8ef3ff0a,83c4fc28,AB049,"5,5 km/h",No (Suba la velocidad)
AAB1481,9b9962df,8ef3ff0a,83c4fc28,AB049,6 km/h,No (Suba la velocidad)
AAB1482,9b9962df,8ef3ff0a,83c4fc28,AB049,"6,5 km/h",No (Suba la velocidad)
AAB1483,9b9962df,8ef3ff0a,83c4fc28,AB049,7 km/h,No (Suba la velocidad)
AAB1484,9b9962df,8ef3ff0a,83c4fc28,AB049,"7,5 km/h",No (Suba la velocidad)
AAB1485,9b9962df,8ef3ff0a,83c4fc28,AB049,8 km/h,No (Suba la velocidad)
AAB1486,9b9962df,8ef3ff0a,83c4fc28,AB049,"8,5 km/h",Si (Velocidad Minima)
AAB1487,9b9962df,8ef3ff0a,83c4fc28,AB049,9 km/h,Si
AAB1488,9b9962df,8ef3ff0a,83c4fc28,AB049,"9,5 km/h",Si
AAB1489,9b9962df,8ef3ff0a,83c4fc28,AB049,10 km/h,Si
AAB1490,9b9962df,8ef3ff0a,83c4fc28,AB049,"10,5 km/h",Si
AAB1491,9b9962df,8ef3ff0a,83c4fc28,AB049,11 km/h,Si
AAB1492,9b9962df,8ef3ff0a,83c4fc28,AB049,"11,5 km/h",Si
AAB1493,9b9962df,8ef3ff0a,83c4fc28,AB049,12 km/h,Si
AAB1494,9b9962df,8ef3ff0a,83c4fc28,AB049,"12,5 km/h",Si
AAB1495,9b9962df,8ef3ff0a,83c4fc28,AB049,13 km/h,Si
AAB1496,9b9962df,8ef3ff0a,83c4fc28,AB049,"13,5 km/h",Si
AAB1497,9b9962df,8ef3ff0a,83c4fc28,AB049,14 km/h,Si
AAB1498,9b9962df,8ef3ff0a,83c4fc28,AB049,"14,5 km/h",Si
AAB1499,9b9962df,8ef3ff0a,83c4fc28,AB049,15 km/h,Si
AAB1500,9b9962df,8ef3ff0a,83c4fc28,AB050,"0,5  km/h",No (Suba la velocidad)
AAB1501,9b9962df,8ef3ff0a,83c4fc28,AB050,1 km/h,No (Suba la velocidad)
AAB1502,9b9962df,8ef3ff0a,83c4fc28,AB050,"1,5 km/h",No (Suba la velocidad)
AAB1503,9b9962df,8ef3ff0a,83c4fc28,AB050,2 km/h,No (Suba la velocidad)
AAB1504,9b9962df,8ef3ff0a,83c4fc28,AB050,"2,5 km/h",No (Suba la velocidad)
AAB1505,9b9962df,8ef3ff0a,83c4fc28,AB050,3 km/h,No (Suba la velocidad)
AAB1506,9b9962df,8ef3ff0a,83c4fc28,AB050,"3,5 km/h",No (Suba la velocidad)
AAB1507,9b9962df,8ef3ff0a,83c4fc28,AB050,4 km/h,No (Suba la velocidad)
AAB1508,9b9962df,8ef3ff0a,83c4fc28,AB050,"4,5 km/h",No (Suba la velocidad)
AAB1509,9b9962df,8ef3ff0a,83c4fc28,AB050,5 km/h,No (Suba la velocidad)
AAB1510,9b9962df,8ef3ff0a,83c4fc28,AB050,"5,5 km/h",Si (Velocidad MInima)
AAB1511,9b9962df,8ef3ff0a,83c4fc28,AB050,6 km/h,Si
AAB1512,9b9962df,8ef3ff0a,83c4fc28,AB050,"6,5 km/h",Si
AAB1513,9b9962df,8ef3ff0a,83c4fc28,AB050,7 km/h,Si
AAB1514,9b9962df,8ef3ff0a,83c4fc28,AB050,"7,5 km/h",Si
AAB1515,9b9962df,8ef3ff0a,83c4fc28,AB050,8 km/h,Si
AAB1516,9b9962df,8ef3ff0a,83c4fc28,AB050,"8,5 km/h",Si
AAB1517,9b9962df,8ef3ff0a,83c4fc28,AB050,9 km/h,Si
AAB1518,9b9962df,8ef3ff0a,83c4fc28,AB050,"9,5 km/h",Si
AAB1519,9b9962df,8ef3ff0a,83c4fc28,AB050,10 km/h,Si
AAB1520,9b9962df,8ef3ff0a,83c4fc28,AB050,"10,5 km/h",Si
AAB1521,9b9962df,8ef3ff0a,83c4fc28,AB050,11 km/h,Si
AAB1522,9b9962df,8ef3ff0a,83c4fc28,AB050,"11,5 km/h",Si
AAB1523,9b9962df,8ef3ff0a,83c4fc28,AB050,12 km/h,Si
AAB1524,9b9962df,8ef3ff0a,83c4fc28,AB050,"12,5 km/h",Si
AAB1525,9b9962df,8ef3ff0a,83c4fc28,AB050,13 km/h,Si
AAB1526,9b9962df,8ef3ff0a,83c4fc28,AB050,"13,5 km/h",Si
AAB1527,9b9962df,8ef3ff0a,83c4fc28,AB050,14 km/h,Si
AAB1528,9b9962df,8ef3ff0a,83c4fc28,AB050,"14,5 km/h",Si
AAB1529,9b9962df,8ef3ff0a,83c4fc28,AB050,15 km/h,Si
AAB1530,9b9962df,8ef3ff0a,83c4fc28,AB051,"0,5  km/h",No (Suba la velocidad)
AAB1531,9b9962df,8ef3ff0a,83c4fc28,AB051,1 km/h,No (Suba la velocidad)
AAB1532,9b9962df,8ef3ff0a,83c4fc28,AB051,"1,5 km/h",No (Suba la velocidad)
AAB1533,9b9962df,8ef3ff0a,83c4fc28,AB051,2 km/h,No (Suba la velocidad)
AAB1534,9b9962df,8ef3ff0a,83c4fc28,AB051,"2,5 km/h",No (Suba la velocidad)
AAB1535,9b9962df,8ef3ff0a,83c4fc28,AB051,3 km/h,No (Suba la velocidad)
AAB1536,9b9962df,8ef3ff0a,83c4fc28,AB051,"3,5 km/h",No (Suba la velocidad)
AAB1537,9b9962df,8ef3ff0a,83c4fc28,AB051,4 km/h,No (Suba la velocidad)
AAB1538a,9b9962df,8ef3ff0a,83c4fc28,AB051,"4,2 km/h",Si (Velocidad Minima)
AAB1538,9b9962df,8ef3ff0a,83c4fc28,AB051,"4,5 km/h",Si
AAB1539,9b9962df,8ef3ff0a,83c4fc28,AB051,5 km/h,Si
AAB1540,9b9962df,8ef3ff0a,83c4fc28,AB051,"5,5 km/h",Si
AAB1541,9b9962df,8ef3ff0a,83c4fc28,AB051,6 km/h,Si
AAB1542,9b9962df,8ef3ff0a,83c4fc28,AB051,"6,5 km/h",Si
AAB1543,9b9962df,8ef3ff0a,83c4fc28,AB051,7 km/h,Si
AAB1544,9b9962df,8ef3ff0a,83c4fc28,AB051,"7,5 km/h",Si
AAB1545,9b9962df,8ef3ff0a,83c4fc28,AB051,8 km/h,Si
AAB1546,9b9962df,8ef3ff0a,83c4fc28,AB051,"8,5 km/h",Si
AAB1547,9b9962df,8ef3ff0a,83c4fc28,AB051,9 km/h,Si
AAB1548,9b9962df,8ef3ff0a,83c4fc28,AB051,"9,5 km/h",Si
AAB1549,9b9962df,8ef3ff0a,83c4fc28,AB051,10 km/h,Si
AAB1550,9b9962df,8ef3ff0a,83c4fc28,AB051,"10,5 km/h",Si
AAB1551,9b9962df,8ef3ff0a,83c4fc28,AB051,11 km/h,Si
AAB1552,9b9962df,8ef3ff0a,83c4fc28,AB051,"11,5 km/h",Si
AAB1553,9b9962df,8ef3ff0a,83c4fc28,AB051,12 km/h,Si
AAB1554,9b9962df,8ef3ff0a,83c4fc28,AB051,"12,5 km/h",Si
AAB1555,9b9962df,8ef3ff0a,83c4fc28,AB051,13 km/h,Si
AAB1556,9b9962df,8ef3ff0a,83c4fc28,AB051,"13,5 km/h",Si
AAB1557,9b9962df,8ef3ff0a,83c4fc28,AB051,14 km/h,Si
AAB1558,9b9962df,8ef3ff0a,83c4fc28,AB051,"14,5 km/h",Si
AAB1559,9b9962df,8ef3ff0a,83c4fc28,AB051,15 km/h,Si
AAB1560,9b9962df,8ef3ff0a,83c4fc28,AB052,"0,5  km/h",No (Suba la velocidad)
AAB1561,9b9962df,8ef3ff0a,83c4fc28,AB052,1 km/h,No (Suba la velocidad)
AAB1562,9b9962df,8ef3ff0a,83c4fc28,AB052,"1,5 km/h",No (Suba la velocidad)
AAB1563,9b9962df,8ef3ff0a,83c4fc28,AB052,2 km/h,No (Suba la velocidad)
AAB1564,9b9962df,8ef3ff0a,83c4fc28,AB052,"2,5 km/h",No (Suba la velocidad)
AAB1565,9b9962df,8ef3ff0a,83c4fc28,AB052,3 km/h,No (Suba la velocidad)
AAB1566,9b9962df,8ef3ff0a,83c4fc28,AB052,"3,5 km/h",Si (Velocidad MInima)
AAB1567,9b9962df,8ef3ff0a,83c4fc28,AB052,4 km/h,Si
AAB1568,9b9962df,8ef3ff0a,83c4fc28,AB052,"4,5 km/h",Si
AAB1569,9b9962df,8ef3ff0a,83c4fc28,AB052,5 km/h,Si
AAB1570,9b9962df,8ef3ff0a,83c4fc28,AB052,"5,5 km/h",Si
AAB1571,9b9962df,8ef3ff0a,83c4fc28,AB052,6 km/h,Si
AAB1572,9b9962df,8ef3ff0a,83c4fc28,AB052,"6,5 km/h",Si
AAB1573,9b9962df,8ef3ff0a,83c4fc28,AB052,7 km/h,Si
AAB1574,9b9962df,8ef3ff0a,83c4fc28,AB052,"7,5 km/h",Si
AAB1575,9b9962df,8ef3ff0a,83c4fc28,AB052,8 km/h,Si
AAB1576,9b9962df,8ef3ff0a,83c4fc28,AB052,"8,5 km/h",Si
AAB1577,9b9962df,8ef3ff0a,83c4fc28,AB052,9 km/h,Si
AAB1578,9b9962df,8ef3ff0a,83c4fc28,AB052,"9,5 km/h",Si
AAB1579,9b9962df,8ef3ff0a,83c4fc28,AB052,10 km/h,Si
AAB1580,9b9962df,8ef3ff0a,83c4fc28,AB052,"10,5 km/h",Si
AAB1581,9b9962df,8ef3ff0a,83c4fc28,AB052,11 km/h,Si
AAB1582,9b9962df,8ef3ff0a,83c4fc28,AB052,"11,5 km/h",Si
AAB1583,9b9962df,8ef3ff0a,83c4fc28,AB052,12 km/h,Si
AAB1584,9b9962df,8ef3ff0a,83c4fc28,AB052,"12,5 km/h",Si
AAB1585,9b9962df,8ef3ff0a,83c4fc28,AB052,13 km/h,Si
AAB1586,9b9962df,8ef3ff0a,83c4fc28,AB052,"13,5 km/h",Si
AAB1587,9b9962df,8ef3ff0a,83c4fc28,AB052,14 km/h,Si
AAB1588,9b9962df,8ef3ff0a,83c4fc28,AB052,"14,5 km/h",Si
AAB1589,9b9962df,8ef3ff0a,83c4fc28,AB052,15 km/h,Si
AAB1590,9b9962df,8ef3ff0a,83c4fc28,AB053,"0,5  km/h",No (Suba la velocidad)
AAB1591,9b9962df,8ef3ff0a,83c4fc28,AB053,1 km/h,No (Suba la velocidad)
AAB1592,9b9962df,8ef3ff0a,83c4fc28,AB053,"1,5 km/h",No (Suba la velocidad)
AAB1593,9b9962df,8ef3ff0a,83c4fc28,AB053,2 km/h,No (Suba la velocidad)
AAB1594,9b9962df,8ef3ff0a,83c4fc28,AB053,"2,5 km/h",No (Suba la velocidad)
AAB1595,9b9962df,8ef3ff0a,83c4fc28,AB053,3 km/h,Si (Velocidad Minima)
AAB1596,9b9962df,8ef3ff0a,83c4fc28,AB053,"3,5 km/h",Si
AAB1597,9b9962df,8ef3ff0a,83c4fc28,AB053,4 km/h,Si
AAB1598,9b9962df,8ef3ff0a,83c4fc28,AB053,"4,5 km/h",Si
AAB1599,9b9962df,8ef3ff0a,83c4fc28,AB053,5 km/h,Si
AAB1600,9b9962df,8ef3ff0a,83c4fc28,AB053,"5,5 km/h",Si
AAB1601,9b9962df,8ef3ff0a,83c4fc28,AB053,6 km/h,Si
AAB1602,9b9962df,8ef3ff0a,83c4fc28,AB053,"6,5 km/h",Si
AAB1603,9b9962df,8ef3ff0a,83c4fc28,AB053,7 km/h,Si
AAB1604,9b9962df,8ef3ff0a,83c4fc28,AB053,"7,5 km/h",Si
AAB1605,9b9962df,8ef3ff0a,83c4fc28,AB053,8 km/h,Si
AAB1606,9b9962df,8ef3ff0a,83c4fc28,AB053,"8,5 km/h",Si
AAB1607,9b9962df,8ef3ff0a,83c4fc28,AB053,9 km/h,Si
AAB1608,9b9962df,8ef3ff0a,83c4fc28,AB053,"9,5 km/h",Si
AAB1609,9b9962df,8ef3ff0a,83c4fc28,AB053,10 km/h,Si
AAB1610,9b9962df,8ef3ff0a,83c4fc28,AB053,"10,5 km/h",Si
AAB1611,9b9962df,8ef3ff0a,83c4fc28,AB053,11 km/h,Si
AAB1612,9b9962df,8ef3ff0a,83c4fc28,AB053,"11,5 km/h",Si
AAB1613,9b9962df,8ef3ff0a,83c4fc28,AB053,12 km/h,Si
AAB1614,9b9962df,8ef3ff0a,83c4fc28,AB053,"12,5 km/h",Si
AAB1615,9b9962df,8ef3ff0a,83c4fc28,AB053,13 km/h,Si
AAB1616,9b9962df,8ef3ff0a,83c4fc28,AB053,"13,5 km/h",Si
AAB1617,9b9962df,8ef3ff0a,83c4fc28,AB053,14 km/h,Si
AAB1618,9b9962df,8ef3ff0a,83c4fc28,AB053,"14,5 km/h",Si
AAB1619,9b9962df,8ef3ff0a,83c4fc28,AB053,15 km/h,Si
AAB1620,9b9962df,8ef3ff0a,83c4fc28,AB054,"0,5  km/h",No (Suba la velocidad)
AAB1621,9b9962df,8ef3ff0a,83c4fc28,AB054,1 km/h,No (Suba la velocidad)
AAB1622,9b9962df,8ef3ff0a,83c4fc28,AB054,"1,5 km/h",No (Suba la velocidad)
AAB1623,9b9962df,8ef3ff0a,83c4fc28,AB054,2 km/h,No (Suba la velocidad)
AAB1624,9b9962df,8ef3ff0a,83c4fc28,AB054,"2,5 km/h",Si (Velocidad Minima)
AAB1625,9b9962df,8ef3ff0a,83c4fc28,AB054,3 km/h,Si
AAB1626,9b9962df,8ef3ff0a,83c4fc28,AB054,"3,5 km/h",Si
AAB1627,9b9962df,8ef3ff0a,83c4fc28,AB054,4 km/h,Si
AAB1628,9b9962df,8ef3ff0a,83c4fc28,AB054,"4,5 km/h",Si
AAB1629,9b9962df,8ef3ff0a,83c4fc28,AB054,5 km/h,Si
AAB1630,9b9962df,8ef3ff0a,83c4fc28,AB054,"5,5 km/h",Si
AAB1631,9b9962df,8ef3ff0a,83c4fc28,AB054,6 km/h,Si
AAB1632,9b9962df,8ef3ff0a,83c4fc28,AB054,"6,5 km/h",Si
AAB1633,9b9962df,8ef3ff0a,83c4fc28,AB054,7 km/h,Si
AAB1634,9b9962df,8ef3ff0a,83c4fc28,AB054,"7,5 km/h",Si
AAB1635,9b9962df,8ef3ff0a,83c4fc28,AB054,8 km/h,Si
AAB1636,9b9962df,8ef3ff0a,83c4fc28,AB054,"8,5 km/h",Si
AAB1637,9b9962df,8ef3ff0a,83c4fc28,AB054,9 km/h,Si
AAB1638,9b9962df,8ef3ff0a,83c4fc28,AB054,"9,5 km/h",Si
